cid,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,isosmiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
3042450,"6-(D-(-)-alpha-(4-Methyl-2,3-dioxo-1-piperazinecarboxamido)phenylacetamido)penicillanic acid","59723-60-3|T 1187|BRN 1235549|DTXSID90975132|6-(D-(-)-alpha-(4-Methyl-2,3-dioxo-1-piperazinecarboxamido)phenylacetamido)penicillanic acid|4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 3,3-dimethyl-6-(((((4-methyl-2,3-dioxo-1-piperazinyl)carbonyl)amino)phenylacetyl)amino)-7-oxo-, (2S-(2-alpha,5-alpha,6-beta(S*)))-|6-[(1-Hydroxy-2-{[hydroxy(4-methyl-2,3-dioxopiperazin-1-yl)methylidene]amino}-2-phenylethylidene)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",503.500,C22H25N5O7S,182.000,966.000,0.100,35,3,8,5,"InChI=1S/C22H25N5O7S/c1-22(2)14(20(32)33)27-16(29)13(19(27)35-22)23-15(28)12(11-7-5-4-6-8-11)24-21(34)26-10-9-25(3)17(30)18(26)31/h4-8,12-14,19H,9-10H2,1-3H3,(H,23,28)(H,24,34)(H,32,33)/t12?,13-,14+,19-/m1/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCN(C(=O)C4=O)C)C(=O)O)C,JVLJGXUDTPNXKM-YXAHYYACSA-N,"(2S,5R,6R)-3,3-dimethyl-6-[[2-[(4-methyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetyl]amino]-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Classification|Names and Identifiers|Toxicity,3,NULL,20050809,"ABI Chem|ChemIDplus|ChemSpider|ChemTik|EPA DSSTox|J&H Chemical Co.,ltd|NextBio|ToxPlanet",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
3049681,"6-(D-(-)-alpha-(4-Propyl-2,3-dioxo-1-piperazinecarboxamido)phenylacetamido)penicillanic acid","65125-88-4|T 1224|DTXSID50983692|BRN 1064899|4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 3,3-dimethyl-6-(((((2,3-dioxo-4-propyl-1-piperazinyl)carbonyl)amino)phenylacetyl)amino)-7-oxo-, (2S-(2-alpha,5-alpha,6-beta(S*)))-|6-(D-(-)-alpha-(4-Propyl-2,3-dioxo-1-piperazinecarboxamido)phenylacetamido)penicillanic acid|6-[(2-{[(2,3-Dioxo-4-propylpiperazin-1-yl)(hydroxy)methylidene]amino}-1-hydroxy-2-phenylethylidene)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",531.600,C24H29N5O7S,182.000,998.000,1.000,37,3,8,7,"InChI=1S/C24H29N5O7S/c1-4-10-27-11-12-28(20(33)19(27)32)23(36)26-14(13-8-6-5-7-9-13)17(30)25-15-18(31)29-16(22(34)35)24(2,3)37-21(15)29/h5-9,14-16,21H,4,10-12H2,1-3H3,(H,25,30)(H,26,36)(H,34,35)/t14?,15-,16+,21-/m1/s1",CCCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,ONGHZPONCZIAJY-KHYDYBCDSA-N,"(2S,5R,6R)-6-[[2-[(2,3-dioxo-4-propylpiperazine-1-carbonyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Classification|Names and Identifiers|Toxicity,3,NULL,20050809,"ABI Chem|ChemIDplus|ChemSpider|EPA DSSTox|J&H Chemical Co.,ltd|NextBio",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
3049682,"6-(D-(-)-alpha-(4-Butyl-2,3-dioxo-1-piperazinecarboxamido)phenylacetamido)penicillanic acid","65125-89-5|T 1221|BRN 1065133|6-(D-(-)-alpha-(4-Butyl-2,3-dioxo-1-piperazinecarboxamido)phenylacetamido)penicillanic acid|4-Thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, 6-(((((4-butyl-2,3-dioxo-1-piperazinyl)carbonyl)amino)phenylacetyl)amino)-3,3-dimethyl-7-oxo-, (2S-(2-alpha,5-alpha,6-beta(S*)))-|DTXSID10983693|6-[(2-{[(4-Butyl-2,3-dioxopiperazin-1-yl)(hydroxy)methylidene]amino}-1-hydroxy-2-phenylethylidene)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",545.600,C25H31N5O7S,182.000,1010.000,1.400,38,3,8,8,"InChI=1S/C25H31N5O7S/c1-4-5-11-28-12-13-29(21(34)20(28)33)24(37)27-15(14-9-7-6-8-10-14)18(31)26-16-19(32)30-17(23(35)36)25(2,3)38-22(16)30/h6-10,15-17,22H,4-5,11-13H2,1-3H3,(H,26,31)(H,27,37)(H,35,36)/t15?,16?,17-,22+/m0/s1",CCCCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=CC=C2)C(=O)NC3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,CKLWZJJGJJORMN-ZFIVPINASA-N,"(2S,5R)-6-[[2-[(4-butyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Classification|Names and Identifiers|Toxicity,3,NULL,20050809,"ABI Chem|ChemIDplus|ChemSpider|ChemTik|EPA DSSTox|J&H Chemical Co.,ltd|LeadScope|NextBio|ToxPlanet",Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
3082549,"2,3-Methylene penam","2,3-Methylene penam|110220-97-8|alpha-2,3-Methylenepenicillin G|2,3-alpha-Methylenepenam|Ro-23-6829|alpha-Cyclopropylpenam|(2,3)-alpha-Methylenebenzylpenicillin|DTXSID90149179|(2R,4R,6R,7R)-4-methyl-8-oxo-7-[(2-phenylacetyl)amino]-5-thia-1-azatricyclo[4.2.0.02,4]octane-2-carboxylic acid|5-Thia-1-azatricyclo(4.2.0.0(2,4))octane-2-carboxylic acid, 4-methyl-8-oxo-7-((phenylacetyl)amino)-, (2R-(2alpha,4alpha,6beta,7alpha))-",332.400,C16H16N2O4S,112.000,591.000,0.900,23,2,5,4,"InChI=1S/C16H16N2O4S/c1-15-8-16(15,14(21)22)18-12(20)11(13(18)23-15)17-10(19)7-9-5-3-2-4-6-9/h2-6,11,13H,7-8H2,1H3,(H,17,19)(H,21,22)/t11-,13-,15-,16-/m1/s1",C[C@@]12C[C@@]1(N3[C@H](S2)[C@@H](C3=O)NC(=O)CC4=CC=CC=C4)C(=O)O,VLLBEUGNWBHYGD-UIBBOPPKSA-N,"(2R,4R,6R,7R)-4-methyl-8-oxo-7-[(2-phenylacetyl)amino]-5-thia-1-azatricyclo[4.2.0.02,4]octane-2-carboxylic acid",NULL,Classification|Literature|Names and Identifiers|Patents,4,NULL,20050809,"ABI Chem|ChemIDplus|ChemSpider|ChemTik|EPA DSSTox|Google Patents|IBM|J&H Chemical Co.,ltd|Japan Chemical Substance Dictionary (Nikkaji)|MuseChem|NextBio|NovoSeek|THE BioTek|Thomson Pharma|ToxPlanet|Wikidata",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
3084428,Einecs 246-491-7,"24840-26-4|EINECS 246-491-7|DTXSID60947745|6-(2-Amino-2-phenylacetamido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid, compound with L-arginine|6-[(2-Amino-1-hydroxy-2-phenylethylidene)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid--arginine (1/1)",523.600,C22H33N7O6S,266.000,738.000,NULL,36,7,10,9,"InChI=1S/C16H19N3O4S.C6H14N4O2/c1-16(2)11(15(22)23)19-13(21)10(14(19)24-16)18-12(20)9(17)8-6-4-3-5-7-8;7-4(5(11)12)2-1-3-10-6(8)9/h3-7,9-11,14H,17H2,1-2H3,(H,18,20)(H,22,23);4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t9?,10-,11+,14-;/m1./s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)C.C(CC(C(=O)O)N)CN=C(N)N,FKMNYBIXLSOLPF-GJUCOGTPSA-N,"2-amino-5-(diaminomethylideneamino)pentanoic acid;(2S,5R,6R)-6-[(2-amino-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Classification|Names and Identifiers,2,NULL,20050809,ABI Chem|ChemIDplus|ChemSpider|EPA DSSTox|NextBio|ToxPlanet,Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
3085040,Pre-pen,"Cilligen|Penicilloyl polylysine|Testarpen|Pre-pen|53608-77-8|Penicilloyl polylysine [MI]|RKH8WR95Z0|Penicilloyl polylysine [WHO-DD]|27307-30-8|UNII-RKH8WR95Z0|DTXSID90968382|Q26840879|(2S)-6-amino-2-[[(5R,6R)-7-keto-3,3-dimethyl-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carbonyl]amino]hexanoic acid|N~2~-(Hydroxy{6-[(1-hydroxy-2-phenylethylidene)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptan-2-yl}methylidene)lysine",462.600,C22H30N4O5S,167.000,740.000,-0.900,32,4,7,10,"InChI=1S/C22H30N4O5S/c1-22(2)17(18(28)24-14(21(30)31)10-6-7-11-23)26-19(29)16(20(26)32-22)25-15(27)12-13-8-4-3-5-9-13/h3-5,8-9,14,16-17,20H,6-7,10-12,23H2,1-2H3,(H,24,28)(H,25,27)(H,30,31)/t14-,16+,17?,20+/m0/s1",CC1(C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)N[C@@H](CCCCN)C(=O)O)C,INLLJVOEAABJFM-OSNVTACLSA-N,"(2S)-6-amino-2-[[(5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carbonyl]amino]hexanoic acid",NULL,Classification|Literature|Names and Identifiers|Patents,4,NULL,20050809,"ABI Chem|ChemIDplus|ChemSpider|ChemTik|Comparative Toxicogenomics Database (CTD)|DiscoveryGate|Egon Willighagen (Dept. of Bioinformatics - BiGCaT, Maastricht University)|EPA DSSTox|FDA Global Substance Registration System (GSRS)|Google Patents|J&H Chemical Co.,ltd|NextBio|NovoSeek|Thomson Pharma|ToxPlanet|Wikidata",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|Research and Development|Subscription Services,NULL
3107547,"6-[(2-Amino-2-phenylacetyl)amino]-3,3-dimethyl-4,7-dioxo-4lambda4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",BAS 00444352|AKOS000715075,364.400,C16H18N3O5S-,152.000,626.000,-1.700,25,2,7,3,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(22)23)19-13(21)10(14(19)25(16)24)18-12(20)9(17)8-6-4-3-5-7-8/h3-7,9-11,14H,17H2,1-2H3,(H,18,20)(H,22,23)/p-1",CC1(C(N2C(S1=O)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,FMUOCDAKZPUAPU-UHFFFAOYSA-M,"6-[(2-amino-2-phenylacetyl)amino]-3,3-dimethyl-4,7-dioxo-4lambda4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",NULL,Biological Test Results,1,940|1422,20050809,ABI Chem|AKos Consulting & Solutions|ASINEX|Aurora Fine Chemicals LLC|ChemDB|ChemSpider|DiscoveryGate|Emory University Molecular Libraries Screening Center|NextBio,Chemical Vendors|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,NULL
3246457,"(2R,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NSC-131815|CHEMBL1436257|SCHEMBL11481983|ZINC3871702|NCGC00014313|NCGC00014313-02|NCGC00097422-01,334.400,C16H18N2O4S,112.000,530.000,1.800,23,2,5,4,"InChI=1S/C16H18N2O4S/c1-16(2)12(15(21)22)18-13(20)11(14(18)23-16)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12-,14-/m1/s1",CC1([C@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,JGSARLDLIJGVTE-YRGRVCCFSA-N,"(2R,5R,6R)-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Biological Test Results|Patents,2,348|357|410|411|444|445|446|447|448|450|451|526|530|584|585|587|588|589|590|591|592|593|594|595|596|597|603|605|607|662|875|880|881|883|884|885|886|887|889|891|892|893|894|899|900|902|912|914|915|923|924|925|926|938|995|1030|1379|1452|1457|1458|1469|1471|1476|1478|1479|1487|1490|1688|1766|1768|1851|1948|2326|2528|2546|2551|2662|485290|492961|504327|504332|504749|504832|504834|504847|504865|588579|602332|624030|624031|624032|624044|624170|624172|624173|624296|624297,20050624,ABI Chem|ChEMBL|Cheminformatics Friedrich-Schiller-University Jena|ChemSpider|National Center for Advancing Translational Sciences (NCATS)|NextBio|SureChEMBL|ZINC,Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,NULL
4490793,"2,2-Dimethylpropanoyloxymethyl 6-[(2-amino-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate","CHEMBL4782556|DTXSID70860491|FT-0773781|[(2,2-Dimethylpropanoyl)oxy]methyl 6-[2-amino(phenyl)acetamido]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",463.500,C22H29N3O6S,153.000,774.000,2.900,32,2,8,9,"InChI=1S/C22H29N3O6S/c1-21(2,3)20(29)31-11-30-19(28)15-22(4,5)32-18-14(17(27)25(15)18)24-16(26)13(23)12-9-7-6-8-10-12/h6-10,13-15,18H,11,23H2,1-5H3,(H,24,26)",CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)OCOC(=O)C(C)(C)C)C,ZEMIJUDPLILVNQ-UHFFFAOYSA-N,"2,2-dimethylpropanoyloxymethyl 6-[(2-amino-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",NULL,Biological Test Results|Classification,2,1671498,20050915,001Chemical|ABI Chem|Ambinter|BOC Sciences|ChEMBL|ChemDB|Cheminformatics Friedrich-Schiller-University Jena|ChemSpider|Clearsynth|DC Chemicals|EPA DSSTox|Finetech Industry Limited|MolCore BioPharmatech|NextBio|NORMAN Suspect List Exchange|Smolecule|THE BioTek,Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
4713280,"3,3-Dimethyl-7-oxo-6-(3-phenylpropanoylamino)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,348.400,C17H20N2O4S,112.000,545.000,2.100,24,2,5,5,"InChI=1S/C17H20N2O4S/c1-17(2)13(16(22)23)19-14(21)12(15(19)24-17)18-11(20)9-8-10-6-4-3-5-7-10/h3-7,12-13,15H,8-9H2,1-2H3,(H,18,20)(H,22,23)",CC1(C(N2C(S1)C(C2=O)NC(=O)CCC3=CC=CC=C3)C(=O)O)C,YPKVSWNGXBERMT-UHFFFAOYSA-N,"3,3-dimethyl-7-oxo-6-(3-phenylpropanoylamino)-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Patents,1,NULL,20050916,ABI Chem|ChemDB|ChemSpider|IBM|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,NULL
4773847,"6-{[(2,6-Difluorophenyl)carbonyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","Oprea1_068970|STL176700|AKOS005370309|6-{[(2,6-difluorophenyl)carbonyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",356.300,C15H14F2N2O4S,112.000,578.000,1.500,24,2,7,3,"InChI=1S/C15H14F2N2O4S/c1-15(2)10(14(22)23)19-12(21)9(13(19)24-15)18-11(20)8-6(16)4-3-5-7(8)17/h3-5,9-10,13H,1-2H3,(H,18,20)(H,22,23)",CC1(C(N2C(S1)C(C2=O)NC(=O)C3=C(C=CC=C3F)F)C(=O)O)C,NPJMCPOOMPMAMR-UHFFFAOYSA-N,"6-[(2,6-difluorobenzoyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Classification,1,NULL,20050916,ABI Chem|AKos Consulting & Solutions|Ambinter|Chem-Space.com Database|ChemBank|ChemBridge|ChemDB|ChemSpider|DiscoveryGate|Mcule|MolPort|NextBio|Vitas-M Laboratory,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,NULL
4774052,"6-{[{[(2-Fluorophenyl)carbonyl]amino}(phenyl)acetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","STL176766|AKOS005370370|6-{[{[(2-fluorophenyl)carbonyl]amino}(phenyl)acetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",471.500,C23H22FN3O5S,141.000,818.000,2.700,33,3,7,6,"InChI=1S/C23H22FN3O5S/c1-23(2)17(22(31)32)27-20(30)16(21(27)33-23)26-19(29)15(12-8-4-3-5-9-12)25-18(28)13-10-6-7-11-14(13)24/h3-11,15-17,21H,1-2H3,(H,25,28)(H,26,29)(H,31,32)",CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)C4=CC=CC=C4F)C(=O)O)C,BHZXIKVQEXLQCR-UHFFFAOYSA-N,"6-[[2-[(2-fluorobenzoyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Classification,1,NULL,20050916,ABI Chem|AKos Consulting & Solutions|Ambinter|Chem-Space.com Database|ChemDB|ChemSpider|DiscoveryGate|Mcule|MolPort|NextBio|TimTec|Vitas-M Laboratory,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,NULL
4774094,"6-{[(2-Fluorophenyl)carbonyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","Oprea1_241392|STL176767|AKOS005370377|6-{[(2-fluorophenyl)carbonyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",338.400,C15H15FN2O4S,112.000,556.000,1.400,23,2,6,3,"InChI=1S/C15H15FN2O4S/c1-15(2)10(14(21)22)18-12(20)9(13(18)23-15)17-11(19)7-5-3-4-6-8(7)16/h3-6,9-10,13H,1-2H3,(H,17,19)(H,21,22)",CC1(C(N2C(S1)C(C2=O)NC(=O)C3=CC=CC=C3F)C(=O)O)C,KMEXQIYEMOCEMV-UHFFFAOYSA-N,"6-[(2-fluorobenzoyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Classification,1,NULL,20050916,ABI Chem|AKos Consulting & Solutions|Ambinter|Chem-Space.com Database|ChemBank|ChemDB|ChemSpider|DiscoveryGate|Mcule|MolPort|NextBio|Vitas-M Laboratory,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,NULL
5244176,"6-[(2-Azaniumyl-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",NULL,349.400,C16H19N3O4S,143.000,556.000,-0.500,24,2,5,3,"InChI=1S/C16H19N3O4S/c1-16(2)11(15(22)23)19-13(21)10(14(19)24-16)18-12(20)9(17)8-6-4-3-5-7-8/h3-7,9-11,14H,17H2,1-2H3,(H,18,20)(H,22,23)",CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)[NH3+])C(=O)[O-])C,AVKUERGKIZMTKX-UHFFFAOYSA-N,"6-[(2-azaniumyl-2-phenylacetyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",NULL,Patents,1,NULL,20051007,ABI Chem|ChemDB|DiscoveryGate|Google Patents|NextBio,Chemical Vendors|Legacy Depositors|Research and Development|Subscription Services,NULL
5284519,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[[(2S)-2-[(2-oxoimidazolidine-1-carbonyl)amino]-2-phenylacetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid","(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[[(2S)-2-[(2-oxoimidazolidine-1-carbonyl)amino]-2-phenylacetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid|SCHEMBL34149|CHEMBL1624152|ZINC4097284|AKOS015896179|D-.alpha.-([Imidazolidin-2-on-1-yl]carbonylamino)benzylpenicillin|(2S,5R,6R)-3,3-dimethyl-7-oxo-6-{[(2S)-2-{[(2-oxoimidazolidin-1-yl)carbonyl]amino}-2-phenylacetyl]amino}-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid|4-Thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid, 3,3-dimethyl-7-oxo-6-[[(2R)-2-[[(2-oxo-1-imidazolidinyl)carbonyl]amino]-2-phenylacetyl]amino]-, (2S,5R,6R)-",461.500,C20H23N5O6S,173.000,844.000,0.100,32,4,7,5,"InChI=1S/C20H23N5O6S/c1-20(2)13(17(28)29)25-15(27)12(16(25)32-20)22-14(26)11(10-6-4-3-5-7-10)23-19(31)24-9-8-21-18(24)30/h3-7,11-13,16H,8-9H2,1-2H3,(H,21,30)(H,22,26)(H,23,31)(H,28,29)/t11-,12+,13-,16+/m0/s1",CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@H](C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)O)C,JTWOMNBEOCYFNV-RSUWNVLCSA-N,"(2S,5R,6R)-3,3-dimethyl-7-oxo-6-[[(2S)-2-[(2-oxoimidazolidine-1-carbonyl)amino]-2-phenylacetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Biological Test Results|Classification|Literature|Patents,4,1195,20051120,"ABI Chem|AKos Consulting & Solutions|Amadis Chemical|BenchChem|Chem-Space.com Database|Chembase.cn|ChEMBL|Cheminformatics Friedrich-Schiller-University Jena|ChemSpider|Collaborative Drug Discovery, Inc.|DiscoveryGate|EPA DSSTox|Google Patents|ISpharm|MolPort|National Center for Advancing Translational Sciences (NCATS)|NextBio|NIST Mass Spectrometry Data Center|NORMAN Suspect List Exchange|NovoSeek|PATENTSCOPE (WIPO)|Phion Ltd|Springer Nature|SureChEMBL|THE BioTek|Thomson Pharma|Tox21|ToxPlanet|ZINC",Chemical Vendors|Curation Efforts|Governmental Organizations|Journal Publishers|Legacy Depositors|NIH Initiatives|Research and Development|Subscription Services,NULL
5289386,"(2S,5R,6R)-4-hydroxy-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4lambda4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",DB08559,352.400,C16H20N2O5S,108.000,561.000,1.400,24,4,6,4,"InChI=1S/C16H20N2O5S/c1-16(2)12(15(21)22)18-13(20)11(14(18)24(16)23)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14,23-24H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1",CC1([C@@H](N2[C@H](S1O)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,WMPGEOZLAYOFHH-MBNYWOFBSA-N,"(2S,5R,6R)-4-hydroxy-3,3-dimethyl-7-oxo-6-[(2-phenylacetyl)amino]-4lambda4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Biomolecular Interactions and Pathways|Names and Identifiers,2,NULL,20051129,DrugBank,Curation Efforts|Research and Development,NULL
5493108,"Glycinamide, L-asparaginyl-N-(2-carboxy-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)hept-6-yl)-D-2-phenyl-, trihydrate, (2S-(2-alpha,5-alpha,6-beta))-","31031-62-6|DTXSID20953145|Glycinamide, L-asparaginyl-N-(2-carboxy-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)hept-6-yl)-D-2-phenyl-, trihydrate, (2S-(2-alpha,5-alpha,6-beta))-|6-({2-[(2-Amino-1,4-dihydroxy-4-iminobutylidene)amino]-2-oxo-1-phenylethyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",463.500,C20H25N5O6S,210.000,814.000,-2.900,32,5,9,8,"InChI=1S/C20H25N5O6S/c1-20(2)14(19(30)31)25-17(29)13(18(25)32-20)23-12(9-6-4-3-5-7-9)16(28)24-15(27)10(21)8-11(22)26/h3-7,10,12-14,18,23H,8,21H2,1-2H3,(H2,22,26)(H,30,31)(H,24,27,28)/t10-,12-,13?,14?,18?/m0/s1",CC1(C(N2C(S1)C(C2=O)N[C@@H](C3=CC=CC=C3)C(=O)NC(=O)[C@H](CC(=O)N)N)C(=O)O)C,JXXXATRWDITBPF-QFLXOVOZSA-N,"6-[[(1S)-2-[[(2S)-2,4-diamino-4-oxobutanoyl]amino]-2-oxo-1-phenylethyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NULL,Classification|Names and Identifiers|Toxicity,3,NULL,20050809,ABI Chem|ChemIDplus|ChemSpider|EPA DSSTox|LeadScope|NextBio|ToxPlanet,Chemical Vendors|Curation Efforts|Governmental Organizations|Legacy Depositors|Research and Development|Subscription Services,NULL
